Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides puf3a	Peptides puf3b	Peptides puf3c	Peptides puf3d	Peptides puf3e	Peptides wta	Peptides wtb	Peptides wtc	Peptides wtd	Peptides wte	Razor + unique peptides puf3a	Razor + unique peptides puf3b	Razor + unique peptides puf3c	Razor + unique peptides puf3d	Razor + unique peptides puf3e	Razor + unique peptides wta	Razor + unique peptides wtb	Razor + unique peptides wtc	Razor + unique peptides wtd	Razor + unique peptides wte	Unique peptides puf3a	Unique peptides puf3b	Unique peptides puf3c	Unique peptides puf3d	Unique peptides puf3e	Unique peptides wta	Unique peptides wtb	Unique peptides wtc	Unique peptides wtd	Unique peptides wte	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Experiment puf3a	Experiment puf3b	Experiment puf3c	Experiment puf3d	Experiment puf3e	Experiment wta	Experiment wtb	Experiment wtc	Experiment wtd	Experiment wte	PEP	Sequence coverage puf3a [%]	Sequence coverage puf3b [%]	Sequence coverage puf3c [%]	Sequence coverage puf3d [%]	Sequence coverage puf3e [%]	Sequence coverage wta [%]	Sequence coverage wtb [%]	Sequence coverage wtc [%]	Sequence coverage wtd [%]	Sequence coverage wte [%]	Intensity	Intensity puf3a	Intensity puf3b	Intensity puf3c	Intensity puf3d	Intensity puf3e	Intensity wta	Intensity wtb	Intensity wtc	Intensity wtd	Intensity wte	LFQ intensity puf3a	LFQ intensity puf3b	LFQ intensity puf3c	LFQ intensity puf3d	LFQ intensity puf3e	LFQ intensity wta	LFQ intensity wtb	LFQ intensity wtc	LFQ intensity wtd	LFQ intensity wte	MS/MS Count puf3a	MS/MS Count puf3b	MS/MS Count puf3c	MS/MS Count puf3d	MS/MS Count puf3e	MS/MS Count wta	MS/MS Count wtb	MS/MS Count wtc	MS/MS Count wtd	MS/MS Count wte	Only identified by site	Reverse	Contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
CON__P35527	CON__P35527	14	14	14	>P35527 SWISS-PROT:P35527 Tax_Id=9606 Gene_Symbol=KRT9 Keratin, type I cytoskeletal 9	1	14	14	14	5	4	5	6	6	10	4	4	8	4	5	4	5	6	6	10	4	4	8	4	5	4	5	6	6	10	4	4	8	4	32.7	32.7	32.7	62.129	623	623	5.61	5	4	5	6	6	10	4	4	8	4	5	4	5	6	6	10	4	4	8	4	8.5806E-102	16.1	13	14.8	19.7	18.3	25.8	13	13	23.6	13	414970000	28705000	27668000	24790000	39416000	68457000	121600000	16880000	24184000	48498000	14765000	35034000	29776000	21257000	39595000	45933000	139740000	27641000	37845000	71360000	18151000	5	4	5	6	6	10	4	4	8	4			+	10	1374;2176;3278;3626;4256;5177;6154;7798;8675;8723;9337;9522;10896;12072	True;True;True;True;True;True;True;True;True;True;True;True;True;True	1395;2207;3318;3668;4305;5235;6224;7912;8805;8853;9474;9660;11056;12255	8895;8896;8897;8898;8899;8900;8901;8902;8903;8904;13313;13314;13315;13316;13317;13318;13319;13320;13321;13322;19710;19711;19712;19713;19714;19715;19716;19717;19718;21818;21819;21820;25757;25758;31882;31883;37917;48215;53135;53343;56704;56705;56706;56707;57648;57649;57650;57651;57652;57653;57654;57655;57656;57657;66367;74503	10083;10084;10085;10086;10087;10088;10089;10090;10091;10092;15071;15072;15073;15074;15075;15076;15077;15078;15079;15080;22272;22273;22274;22275;22276;22277;22278;22279;22280;24698;24699;24700;29189;29190;36381;36382;43107;54789;60299;60514;64113;64114;64115;64116;65200;65201;65202;65203;65204;65205;65206;65207;65208;65209;75509;84931	10084;15071;22277;24699;29189;36381;43107;54789;60299;60514;64116;65201;75509;84931	1;2	276;286
CON__P35908;CON__Q9R0H5;CON__Q6IFZ6;CON__Q7Z794;CON__Q9H552;CON__Q14CN4-1;CON__Q6IME9;CON__Q3SY84;CON__Q7RTS7;CON__Q32MB2	CON__P35908	14;2;2;2;1;1;1;1;1;1	12;1;1;1;1;1;1;1;1;1	9;0;0;0;0;0;0;0;0;0	>P35908 SWISS-PROT:P35908 Tax_Id=9606 Gene_Symbol=KRT2 Keratin, type II cytoskeletal 2 epidermal	10	14	12	9	5	5	2	2	2	10	4	3	7	4	4	3	2	1	1	9	3	2	6	2	3	3	2	1	1	7	3	2	4	2	27.4	24.3	19.2	65.865	645	645;524;572;578;499;511;520;523;529;540	5.76	4	3	2	1	1	9	3	2	6	2	4	3	2	1	1	9	3	2	6	2	1.3253E-121	9.1	9	3.6	3.7	3.7	20.2	7.1	5.6	13.8	7.3	139980000	19249000	12207000	7908500	9265300	6464600	49842000	5423300	13767000	11386000	4468200	18038000	16529000	8741600	0	0	49198000	6760300	19647000	20792000	10348000	3	3	2	1	1	7	3	2	4	2			+	11	2806;3087;3576;3625;4235;4623;6929;8176;9700;9855;10275;10437;11156;11502	True;False;True;True;True;False;True;True;True;True;True;True;True;True	2843;3127;3618;3667;4284;4677;7010;8298;9842;9998;10422;10586;11323;11675	17096;18581;18582;18583;18584;18585;18586;18587;18588;18589;18590;18591;18592;21542;21543;21544;21817;25618;25619;25620;27967;27968;42887;42888;42889;42890;50335;58742;59665;62253;62254;62255;62256;63184;63185;63186;63187;68067;70490;70491;70492;70493;70494;70495;70496;70497;70498	19318;20979;20980;20981;20982;20983;20984;20985;20986;20987;20988;20989;20990;24422;24423;24424;24697;29047;29048;29049;31638;31639;48749;48750;48751;48752;57116;66490;67446;70450;70451;70452;70453;71534;71535;71536;71537;77501;80226;80227;80228;80229;80230;80231;80232;80233;80234	19318;20984;24423;24697;29049;31639;48750;57116;66490;67446;70453;71537;77501;80229		
CON__P78386;CON__Q61726	CON__P78386;CON__Q61726	6;3	5;2	4;1	>P78386 SWISS-PROT:P78386 Keratin, type II cuticular Hb5 (Hair keratin, type II Hb5) - Homo sapiens (Human).;>Q61726 TREMBL:Q61726 Tax_Id=10090 Gene_Symbol=5430421N21Rik Keratin type II	2	6	5	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	15.8	14.4	12.4	55.802	507	507;479	9									5										5		2.069E-17	0	0	0	0	0	0	0	0	15.8	0	14394000	0	0	0	0	0	0	0	0	14394000	0	0	0	0	0	0	0	0	0	20639000	0	0	0	0	0	0	0	0	0	4	0			+	12	1034;3086;3633;6071;8773;9730	True;False;True;True;True;True	1053;3126;3675;6139;8904;9872	7043;18580;21840;37437;53587;58951	8117;20978;24720;42594;60775;66708	8117;20978;24720;42594;60775;66708		
CON__Q14525	CON__Q14525	7	7	2	>Q14525 SWISS-PROT:Q14525 Keratin, type I cuticular HA3-II (Hair keratin, type I HA3-II)	1	7	7	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	25.7	25.7	8.4	46.213	404	404	9									7										7		5.8246E-99	0	0	0	0	0	0	0	0	25.7	0	4762300	0	0	0	0	0	0	0	0	4762300	0	0	0	0	0	0	0	0	0	6828300	0	0	0	0	0	0	0	0	0	2	0			+	13	751;2614;2660;7032;8577;12926;12935	True;True;True;True;True;True;True	768;2651;2697;7115;8705;13123;13132	5103;15684;16017;43457;52608;79853;79907	5820;17654;18027;49359;59694;91011;91065	5820;17654;18027;49359;59694;91011;91065		
CON__Q9UE12;CON__Q15323;CON__A2A5Y0;CON__Q9D646;CON__REFSEQ:XP_986630;CON__Q14532;CON__Q92764;CON__Q6IFU5;CON__Q497I4;CON__O76015;CON__O76013	CON__Q9UE12;CON__Q15323;CON__A2A5Y0	7;7;4;3;3;2;1;1;1;1;1	3;3;2;1;1;1;0;0;0;0;0	2;2;2;1;1;0;0;0;0;0;0	>Q9UE12 TREMBL:Q9UE12 Type I hair keratin 1 - Homo sapiens (Human).;>Q15323 SWISS-PROT:Q15323 Keratin, type I cuticular HA1 (Hair keratin, type I HA1);>A2A5Y0 TREMBL:A2A5Y0 Tax_Id=10090 Gene_Symbol=Krt31 keratin complex 1, acidic, gene 1	11	7	3	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	22.1	8.9	5.8	47.237	416	416;416;416;392;476;448;425;431;455;456;467	9									3										3		3.4361E-27	0	0	0	0	0	0	0	0	22.1	0	6825500	0	0	0	0	0	0	0	0	6825500	0	0	0	0	0	0	0	0	0	9786600	0	0	0	0	0	0	0	0	0	2	0			+	14	751;1060;1676;2614;7033;8577;12935	False;True;True;False;True;False;False	768;1079;1699;2651;7116;8705;13132	5103;7178;10595;15684;43458;52608;79907	5820;8267;11985;17654;49360;59694;91065	5820;8267;11985;17654;49360;59694;91065		
CON__Q5D862	CON__Q5D862	1	1	1	>Q5D862 SWISS-PROT:Q5D862 Tax_Id=9606 Gene_Symbol=FLG2 Filaggrin-2	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.5	0.5	0.5	248.07	2391	2391	6						1										1					1.516E-07	0	0	0	0	0	0.5	0	0	0	0	328970	0	0	0	0	0	328970	0	0	0	0	0	0	0	0	0	437670	0	0	0	0	0	0	0	0	0	1	0	0	0	0			+	15	3266	True	3306	19664	22226	22226		
CON__Q9BYR4	CON__Q9BYR4	1	1	1	>Q9BYR4 SWISS-PROT:Q9BYR4 Tax_Id=9606 Gene_Symbol=KRTAP4-3 Keratin-associated protein 4-3	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	7.2	7.2	7.2	20.504	195	195	9									1										1		6.0931E-13	0	0	0	0	0	0	0	0	7.2	0	2632400	0	0	0	0	0	0	0	0	2632400	0	0	0	0	0	0	0	0	0	3774400	0	0	0	0	0	0	0	0	0	1	0			+	16	11180	True	11348	68167	77631	77631		
CON__Q9BYR8	CON__Q9BYR8	1	1	1	>Q9BYR8 SWISS-PROT:Q9BYR8 Tax_Id=9606 Gene_Symbol=KRTAP3-1;LOC100132802 Keratin-associated protein 3-1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	17.3	17.3	17.3	10.539	98	98	9									1										1		0.00081202	0	0	0	0	0	0	0	0	17.3	0	2872500	0	0	0	0	0	0	0	0	2872500	0	0	0	0	0	0	0	0	0	4118700	0	0	0	0	0	0	0	0	0	1	0			+	17	9297	True	9433	56493	63892	63892		
CON__Q9BYR9	CON__Q9BYR9	1	1	1	>Q9BYR9 SWISS-PROT:Q9BYR9 Tax_Id=9606 Gene_Symbol=KRTAP2-4;LOC644350;LOC728934;KAP2.1B;LOC730755;LOC728285 Keratin-associated protein 2-4	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	7.8	7.8	7.8	13.48	128	128	9									1										1		0.00055801	0	0	0	0	0	0	0	0	7.8	0	3564400	0	0	0	0	0	0	0	0	3564400	0	0	0	0	0	0	0	0	0	5110700	0	0	0	0	0	0	0	0	0	1	0			+	18	1114	True	1133	7437	8548	8548		
CON__Q9NSB4	CON__Q9NSB4	1	1	1	>Q9NSB4 SWISS-PROT:Q9NSB4 Keratin, type II cuticular Hb2 (Hair keratin, type II Hb2) - Homo sapiens (Human).	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1.9	1.9	1.9	56.682	513	513	9									1										1		0.0043975	0	0	0	0	0	0	0	0	1.9	0	3294700	0	0	0	0	0	0	0	0	3294700	0	0	0	0	0	0	0	0	0	4724100	0	0	0	0	0	0	0	0	0	1	0			+	19	6092	True	6160	37561	42732	42732		
R0040C	R0040C	1	1	1	>R0040C REP2 SGDID:S000029676, 2-micron plasmid from 6198-5308, Genome Release 64-1-1, reverse complement, Verified ORF, Master regulator that acts in concert with Rep1p to regulate transcript levels of the FLP1 gene that promotes plasmid copy amplificati	1	1	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	4.7	4.7	4.7	33.196	296	296	7			1					1		1			1					1		1	1.0213E-22	0	0	4.7	0	0	0	0	4.7	0	4.7	5712400	0	0	1736700	0	0	0	0	1859700	0	2116000	0	0	0	0	0	0	0	0	0	2389200	0	0	1	0	0	0	0	1	0	1				20	1376	True	1397	8906;8907;8908	10094;10095;10096	10095		
REV__CON__P02672	REV__CON__P02672	2	2	2	>P02672 SWISS-PROT:P02672 (Bos taurus) Fibrinogen alpha chain precursor	1	2	2	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	67.011	615	615	7.5					1					1					1					1	0.002585	0	0	0	0	0	0	0	0	0	0	32817000	0	0	0	0	23745000	0	0	0	0	9071200	0	0	0	0	17502000	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1		+	+	21	5210;8371	True;True	5268;8498	32088;51523	36608;58486	36608;58486		
REV__YAL037C-A	REV__YAL037C-A	1	1	1	>YAL037C-A YAL037C-A SGDID:S000028732, Chr I from 73518-73426, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, Putative protein of unknown function	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3.4472	30	30	8								1										1			0.0022139	0	0	0	0	0	0	0	0	0	0	17921000	0	0	0	0	0	0	0	17921000	0	0	0	0	0	0	0	0	0	21960000	0	0	0	0	0	0	0	0	0	1	0	0		+		22	6390	True	6463	39194	44476	44476		
REV__YAL047C	REV__YAL047C	2	2	2	>YAL047C SPC72 SGDID:S000000045, Chr I from 56857-54989, Genome Release 64-1-1, reverse complement, Verified ORF, Component of the cytoplasmic Tub4p (gamma-tubulin) complex, binds spindle pole bodies and links them to microtubules; has roles in astral mic	1	2	2	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	72.105	622	622	6					1	1	1								1	1	1				0.0010534	0	0	0	0	0	0	0	0	0	0	9199100	0	0	0	0	5581800	2067600	1549700	0	0	0	0	0	0	0	0	0	2014700	0	0	0	0	0	0	0	1	1	1	0	0	0		+		23	7148;9124	True;True	7233;9257	44393;55509;55510	50501;62855;62856	50501;62855		
REV__YBL061C	REV__YBL061C	1	1	1	>YBL061C SKT5 SGDID:S000000157, Chr II from 107406-105316, Genome Release 64-1-1, reverse complement, Verified ORF, Activator of Chs3p (chitin synthase III), recruits Chs3p to the bud neck via interaction with Bni4p; has similarity to Shc1p, which activat	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	77.066	696	696	7							1										1				0.00030764	0	0	0	0	0	0	0	0	0	0	1280500	0	0	0	0	0	0	1280500	0	0	0	0	0	0	0	0	0	1664800	0	0	0	0	0	0	0	0	0	1	0	0	0		+		24	8583	True	8711	52663	59791	59791		
REV__YBR147W	REV__YBR147W	1	1	1	>YBR147W RTC2 SGDID:S000000351, Chr II from 536575-537465, Genome Release 64-1-1, Verified ORF, Protein of unknown function; mutant produces large lipid droplets, is resistant to fluconazole, has decreased levels of rDNA transcription, growth defects on m	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	33.496	296	296	5.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0039439	0	0	0	0	0	0	0	0	0	0	1871200000	245540000	136860000	405570000	94212000	244770000	103800000	137980000	184580000	208770000	109080000	0	0	0	0	0	0	0	0	0	123170000	1	1	1	1	1	1	1	1	1	1		+		25	8485	True	8613	52059;52060;52061;52062;52063;52064;52065;52066;52067;52068	59036;59037;59038;59039;59040;59041;59042;59043;59044;59045	59040		
REV__YCL031C	REV__YCL031C	1	1	1	>YCL031C RRP7 SGDID:S000000536, Chr III from 65568-64675, Genome Release 64-1-1, reverse complement, Verified ORF, Essential protein involved in rRNA processing and ribosome biogenesis	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	34.47	297	297	4	1		1					1			1		1					1			0.0015302	0	0	0	0	0	0	0	0	0	0	530860000	160280000	0	219140000	0	0	0	0	151440000	0	0	0	0	0	0	0	0	0	185570000	0	0	1	0	1	0	0	0	0	2	0	0		+		26	107	True	107	748;749;750	856;857;858;859	858		
REV__YDR128W	REV__YDR128W	3	3	3	>YDR128W MTC5 SGDID:S000002535, Chr IV from 709549-712995, Genome Release 64-1-1, Verified ORF, Subunit of the SEA (Seh1-associated) complex, a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-ter	1	3	3	3	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	130.94	1148	1148	5.67					1	2									1	2					0.00015204	0	0	0	0	0	0	0	0	0	0	30182000	0	0	0	0	4549100	25633000	0	0	0	0	0	0	0	0	0	34103000	0	0	0	0	0	0	0	0	1	2	0	0	0	0		+		27	2877;4110;4683	True;True;True	2917;4157;4737	17496;24807;28403	19750;28116;32193	19750;28116;32193		
REV__YDR251W	REV__YDR251W	2	2	2	>YDR251W PAM1 SGDID:S000002659, Chr IV from 960614-963106, Genome Release 64-1-1, Verified ORF, Essential protein of unknown function; exhibits variable expression during colony morphogenesis; overexpression permits survival without protein phosphatase 2A	1	2	2	2	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	92.871	830	830	5.5				1			1							1			1				0.0012786	0	0	0	0	0	0	0	0	0	0	5853100	0	0	0	914590	0	0	4938500	0	0	0	0	0	0	881940	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		+		28	5972;8851	True;True	6038;8983	36778;54006	41882;61219	41882;61219		
REV__YER007W	REV__YER007W	1	1	1	>YER007W PAC2 SGDID:S000000809, Chr V from 164527-166083, Genome Release 64-1-1, Verified ORF, Microtubule effector required for tubulin heterodimer formation, binds alpha-tubulin, required for normal microtubule function, null mutant exhibits cold-sensit	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	59.257	518	518	6.5						1	1									1	1				0.00072041	0	0	0	0	0	0	0	0	0	0	7214200	0	0	0	0	0	3056000	4158200	0	0	0	0	0	0	0	0	0	5405900	0	0	0	0	0	0	0	0	1	1	0	0	0		+		29	7005	True	7088	43321;43322	49218;49219	49218		
REV__YGL013C	REV__YGL013C	1	1	1	>YGL013C PDR1 SGDID:S000002981, Chr VII from 472298-469092, Genome Release 64-1-1, reverse complement, Verified ORF, Zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	121.79	1068	1068	6						1										1					0.0036476	0	0	0	0	0	0	0	0	0	0	609950	0	0	0	0	0	609950	0	0	0	0	0	0	0	0	0	811510	0	0	0	0	0	0	0	0	0	1	0	0	0	0		+		30	3383	True	3424	20365	23057	23057		
REV__YHR197W	REV__YHR197W	1	1	1	>YHR197W RIX1 SGDID:S000001240, Chr VIII from 493896-496187, Genome Release 64-1-1, Verified ORF, Essential component of the Rix1 complex (Rix1p, Ipi1p, Ipi3p) that is required for processing of ITS2 sequences from 35S pre-rRNA; Rix1 complex associates wi	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	86.738	763	763	5.44	1	1	1	1	1		1	1	1	1	1	1	1	1	1		1	1	1	1	0.0014925	0	0	0	0	0	0	0	0	0	0	44983000	5121800	5515200	5825300	6650500	6009400	0	3520100	4107200	3070600	5163300	0	0	0	0	0	0	0	0	0	5829900	1	1	1	1	1	0	1	1	1	1		+		31	7991	True	8108	49344;49345;49346;49347;49348;49349;49350;49351;49352	56049;56050;56051;56052;56053;56054;56055;56056;56057	56053		
REV__YJL044C	REV__YJL044C	2	2	2	>YJL044C GYP6 SGDID:S000003580, Chr X from 359676-358300, Genome Release 64-1-1, reverse complement, Verified ORF, GTPase-activating protein (GAP) for the yeast Rab family member, Ypt6p; involved in vesicle mediated protein transport	1	2	2	2	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	53.814	458	458	4.67		1		1				1				1		1				1			0.0012627	0	0	0	0	0	0	0	0	0	0	5447400	0	871340	0	2751600	0	0	0	1824500	0	0	0	0	0	0	0	0	0	2235700	0	0	0	1	0	1	0	0	0	1	0	0		+		32	1726;2066	True;True	1751;2096	10859;12652;12653	12251;14306;14307	12251;14306		
REV__YJR092W	REV__YJR092W	2	2	2	>YJR092W BUD4 SGDID:S000003852, Chr X from 598735-603078, Genome Release 64-1-1, Verified ORF, Involved in bud-site selection and required for the axial budding pattern; localizes with septins to bud neck in mitosis and may constitute an axial landmark fo	1	2	2	2	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	164.48	1447	1447	2.5	1			1							1			1							0.00058419	0	0	0	0	0	0	0	0	0	0	7415400	3928000	0	0	3487400	0	0	0	0	0	0	3928000	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0		+		33	4637;8898	True;True	4691;9030	28070;54260	31767;61487	31767;61487		
REV__YKR018C	REV__YKR018C	1	1	1	>YKR018C YKR018C SGDID:S000001726, Chr XI from 475900-473723, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	81.753	725	725	2		1										1									0.0013539	0	0	0	0	0	0	0	0	0	0	3438000	0	3438000	0	0	0	0	0	0	0	0	0	3439700	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		+		34	5289	True	5348	32730	37401	37401	3	291
REV__YKR082W	REV__YKR082W	1	1	1	>YKR082W NUP133 SGDID:S000001790, Chr XI from 592825-596298, Genome Release 64-1-1, Verified ORF, Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); localizes to both sides of the NPC, required to establish a normal nucleocytoplasmic conc	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	133.32	1157	1157	7.5						1	2			1						1	2			1	0.0040649	0	0	0	0	0	0	0	0	0	0	84763000	0	0	0	0	0	23223000	36054000	0	0	25486000	0	0	0	0	0	0	46872000	0	0	0	0	0	0	0	0	1	2	0	0	1		+		35	2990	True	3030	18119;18120;18121;18122	20507;20508;20509;20510	20508		
REV__YLR231C	REV__YLR231C	1	1	1	>YLR231C BNA5 SGDID:S000004221, Chr XII from 607119-605758, Genome Release 64-1-1, reverse complement, Verified ORF, Kynureninase, required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	51.031	453	453	5.89	1	1	1	3	2	1	3	4	1	1	1	1	1	3	2	1	3	4	1	1	0.0012857	0	0	0	0	0	0	0	0	0	0	1046400000	90195000	57149000	71561000	262680000	95339000	57495000	114240000	215390000	6634000	75685000	0	0	0	147990000	60452000	0	128090000	125940000	0	0	2	1	1	4	2	1	4	4	1	1		+		36	9129	True	9262	55534;55535;55536;55537;55538;55539;55540;55541;55542;55543;55544;55545;55546;55547;55548;55549;55550;55551	62880;62881;62882;62883;62884;62885;62886;62887;62888;62889;62890;62891;62892;62893;62894;62895;62896;62897;62898;62899;62900	62893		
REV__YPL115C	REV__YPL115C	2	2	2	>YPL115C BEM3 SGDID:S000006036, Chr XVI from 335486-332100, Genome Release 64-1-1, reverse complement, Verified ORF, Rho GTPase activating protein (RhoGAP) involved in control of the cytoskeleton organization; targets the essential Rho-GTPase Cdc42p, whic	1	2	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	124.91	1128	1128	5.5					1	1									1	1					0.00078532	0	0	0	0	0	0	0	0	0	0	36205000	0	0	0	0	31591000	4613900	0	0	0	0	0	0	0	0	23285000	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0		+		37	1127;8355	True;True	1146;8482	7480;51420	8591;58369	8591;58369		
REV__YPL213W	REV__YPL213W	1	1	1	>YPL213W LEA1 SGDID:S000006134, Chr XVI from 150614-151330, Genome Release 64-1-1, Verified ORF, Component of U2 snRNP; disruption causes reduced U2 snRNP levels; physically interacts with Msl1p; putative homolog of human U2A snRNP protein	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	27.193	238	238	6.71		1			1	1	1	1	1	1		1			1	1	1	1	1	1	0.0034963	0	0	0	0	0	0	0	0	0	0	16693000	0	2702100	0	0	2808500	1502700	1517500	2543600	2139200	3479600	0	0	0	0	0	0	0	0	0	3928900	0	1	0	0	1	1	1	1	1	1		+		38	8036	True	8156	49609;49610;49611;49612;49613;49614;49615	56355;56356;56357;56358;56359;56360;56361	56358		
REV__YPR100W	REV__YPR100W	2	2	2	>YPR100W MRPL51 SGDID:S000006304, Chr XVI from 729791-730213, Genome Release 64-1-1, Verified ORF, Mitochondrial ribosomal protein of the large subunit	1	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	16.123	140	140	5					2										2						0.0011209	0	0	0	0	0	0	0	0	0	0	54967000	0	0	0	0	54967000	0	0	0	0	0	0	0	0	0	40514000	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0		+		39	4097;10887	True;True	4144;11047	24723;66333	28011;75475	28011;75475		
